count,pitchcount,PitchNo,Date,time1,time2,time3,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,dajun,Batter,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,memo,RelSpeed,PlateLocHeight,PlateLocSide,caught_distance,caught_direction,HomeTeam,hometeam_color,hometeam_abb,AwayTeam,awayteam_color,awayteam_abb,Stadium,Level,League,fielding_alignment,Notes,on_1b,on_2b,on_3b,runevent,run_person,error_person,scored_person,relateddefencepos,fielding_sequence,playid,result,description,c_time,c_URL,n_time,n_URL,C,1B,2B,3B,SS,LF,CF,RF,BOh,BOa,DOh,DOa,LRh,LRa,No,Player ID,Pitcher_rapsodo_pitch,MLB ID,Date_rapsodo_pitch,Pitch ID,TaggedPitchType_rapsodo_pitch,IsStrike,PlateLocSide_rapsodo_pitch,PlateLocHeight_rapsodo_pitch,RelSpeed_rapsodo_pitch,SpinRate,TrueSpin,SpinEfficiency,Tilt,Spin Confidence,Extension,InducedVertBreak,HorzBreak,VB (spin),HB (spin),HorizontalRelAngle,RelAngle,RelHeight,RelSide,GyroDegree,Unique ID,Device Serial Number,HorzApprAngle,VertApprAngle,Session Name,Intent Type,No_rapsodo_hit,Player ID_rapsodo_hit,Batter_rapsodo_hit,MLB ID_rapsodo_hit,Date_rapsodo_hit,HitID,ExitSpeed,RelSpeed_rapsodo_hit,Angle,Direction,HitSpinRate,Distance,HitSpinTilt,SpinConfidence,PlateLocSide_rapsodo_hit,PlateLocHeight_rapsodo_hit,ContactDepth,Batname,SerialNumber,Unique ID_rapsodo_hit,Session Name_rapsodo_hit,csv_path
10,11.0,11.0,2025/2/25,1944.00426,1314.004261,1740454318,3.0,1.0,前田,Right,TOK,3,皆吉,Left,niu,1,Top,1,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,-0.01,0.004,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,野中,,,WildPitch,野中,,,,,2505510010,ボール[WP],,1942,https://youtu.be/_3MnIPxHw_o&t=1942,745,https://youtu.be/5EDcInzAEH4&t=745,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,972671.0,TokyoBBC Left,,1740454323.0,1740454323.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454323,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
11,12.0,12.0,2025/2/25,1973.737285,1343.737285,1740454348,3.0,2.0,前田,Right,TOK,3,皆吉,Left,niu,1,Top,1,1,0,Fastball,InPlay,Undefined,GroundBall,Double,0,1,,,0.666,-0.248,32.98035365,47.17474411,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,2,,野中,,Undefined,,,野中,"3,9","3,9",2505510011,一2①,,1971,https://youtu.be/_3MnIPxHw_o&t=1971,766,https://youtu.be/5EDcInzAEH4&t=766,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,972671.0,TokyoBBC Left,,1740454352.0,1740454352.0,160.6,125.7,-0.2,37.4,0.0,17.4,0:00,1.0,7.8,84.6,38.4,,V3P4DLKO0850A,972671@1740454352,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
12,13.0,13.0,2025/2/25,2020.595652,1390.595653,1740454395,4.0,1.0,前田,Right,TOK,4,知念,Left,niu,1,Top,1,0,0,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,,0.526,-0.128,34.64413082,38.43123588,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,2,,皆吉,,Undefined,,,,3,3A,2505510012,一ゴ,,2018,https://youtu.be/_3MnIPxHw_o&t=2018,797,https://youtu.be/5EDcInzAEH4&t=797,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,972671.0,TokyoBBC Left,,1740454399.0,1740454399.0,124.6,105.4,-17.6,41.2,1471.2096,1.7,11:04,1.0,7.3,75.5,-105.0,,V3P4DLKO0850A,972671@1740454399,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
13,14.0,14.0,2025/2/25,2052.087987,1422.087988,1740454426,5.0,1.0,前田,Right,TOK,5,乙内,Right,niu,1,Top,2,0,0,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,130.0,0.522,-0.176,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,3,,,皆吉,Nothing,,,,,,2505510013,見逃し,,2050,https://youtu.be/_3MnIPxHw_o&t=2050,814,https://youtu.be/5EDcInzAEH4&t=814,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,972671.0,TokyoBBC Left,,1740454430.0,1740454430.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454430,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
14,15.0,15.0,2025/2/25,2066.849186,1436.849187,1740454441,5.0,2.0,前田,Right,TOK,5,乙内,Right,niu,1,Top,2,0,1,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.157,0.04,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,3,,,皆吉,Nothing,,,,,,2505510014,空振り,,2064,https://youtu.be/_3MnIPxHw_o&t=2064,829,https://youtu.be/5EDcInzAEH4&t=829,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,972671.0,TokyoBBC Left,,1740454445.0,1740454445.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454445,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
15,16.0,16.0,2025/2/25,2084.125971,1454.125972,1740454458,5.0,3.0,前田,Right,TOK,5,乙内,Right,niu,1,Top,2,0,2,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,,0.574,0.036,39.3128029,-26.75731817,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,3,,,皆吉,Undefined,,,,"6,3","6,3A",2505510015,遊ゴ,,2082,https://youtu.be/_3MnIPxHw_o&t=2082,846,https://youtu.be/5EDcInzAEH4&t=846,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,972671.0,TokyoBBC Left,,1740454463.0,1740454463.0,123.9,106.2,-9.1,-19.6,2631.7227,3.5,7:04,1.0,35.6,57.6,33.7,,V3P4DLKO0850A,972671@1740454463,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
16,1.0,17.0,2025/2/25,2241.606899,1611.6069,1740454616,1.0,1.0,黒木優,Right,niu,1,堀端,Left,TOK,1,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.99,0.42,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510016,ボール,,2239,https://youtu.be/_3MnIPxHw_o&t=2239,867,https://youtu.be/5EDcInzAEH4&t=867,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,972671.0,TokyoBBC Left,,1740454620.0,1740454620.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454620,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
17,2.0,18.0,2025/2/25,2251.943175,1621.943176,1740454626,1.0,2.0,黒木優,Right,niu,1,堀端,Left,TOK,1,Bottom,0,1,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.057,-0.012,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510017,ボール,,2249,https://youtu.be/_3MnIPxHw_o&t=2249,877,https://youtu.be/5EDcInzAEH4&t=877,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,972671.0,TokyoBBC Left,,1740454630.0,1740454630.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454630,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
18,3.0,19.0,2025/2/25,2266.176407,1636.176407,1740454641,1.0,3.0,黒木優,Right,niu,1,堀端,Left,TOK,1,Bottom,0,2,0,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,,0.283,-0.136,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510018,空振り,,2264,https://youtu.be/_3MnIPxHw_o&t=2264,891,https://youtu.be/5EDcInzAEH4&t=891,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,972671.0,TokyoBBC Left,,1740454645.0,1740454645.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454645,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
19,4.0,20.0,2025/2/25,2277.108038,1647.108038,1740454651,1.0,4.0,黒木優,Right,niu,1,堀端,Left,TOK,1,Bottom,0,2,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.11,0.276,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510019,ボール,,2275,https://youtu.be/_3MnIPxHw_o&t=2275,902,https://youtu.be/5EDcInzAEH4&t=902,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,972671.0,TokyoBBC Left,,1740454656.0,1740454656.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454656,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
20,5.0,21.0,2025/2/25,2292.039553,1662.039553,1740454666,1.0,5.0,黒木優,Right,niu,1,堀端,Left,TOK,1,Bottom,0,3,1,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.83,0.092,50.95992938,-69.67686317,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Undefined,,,,,,2505510020,ファール,,2290,https://youtu.be/_3MnIPxHw_o&t=2290,917,https://youtu.be/5EDcInzAEH4&t=917,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,972671.0,TokyoBBC Left,,1740454671.0,1740454671.0,112.0,147.0,51.7,-58.4,805.8111,69.8,0:26,1.0,-68.2,191.2,4.2,,V3P4DLKO0850A,972671@1740454671,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
21,6.0,22.0,2025/2/25,2311.41671,1681.416711,1740454686,1.0,6.0,黒木優,Right,niu,1,堀端,Left,TOK,1,Bottom,0,3,2,Fastball,BallCalled,Walk,Undefined,Undefined,0,0,,,1.026,0.433,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,,,,,Nothing,,,,,,2505510021,四球,,2309,https://youtu.be/_3MnIPxHw_o&t=2309,930,https://youtu.be/5EDcInzAEH4&t=930,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,972671.0,TokyoBBC Left,,1740454690.0,1740454690.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454690,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
22,7.0,23.0,2025/2/25,2342.63058,1712.630581,1740454717,2.0,1.0,黒木優,Right,niu,2,明石,Left,TOK,1,Bottom,0,0,0,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,0.37,0.26,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,堀端,,,Nothing,,,,,,2505510022,ボール,,2340,https://youtu.be/_3MnIPxHw_o&t=2340,947,https://youtu.be/5EDcInzAEH4&t=947,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,972671.0,TokyoBBC Left,,1740454721.0,1740454721.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454721,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
23,8.0,24.0,2025/2/25,2360.115006,1730.115007,1740454734,2.0,2.0,黒木優,Right,niu,2,明石,Left,TOK,1,Bottom,0,1,0,Fastball,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.518,0.212,35.23191015,-78.40782459,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,堀端,,,Undefined,,,,,,2505510023,ファール,,2358,https://youtu.be/_3MnIPxHw_o&t=2358,964,https://youtu.be/5EDcInzAEH4&t=964,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,972671.0,TokyoBBC Left,,1740454739.0,1740454739.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454739,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
24,9.0,25.0,2025/2/25,2378.187081,1748.187081,1740454753,2.0,3.0,黒木優,Right,niu,2,明石,Left,TOK,1,Bottom,0,1,1,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,,1.11,0.252,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,堀端,,,Nothing,,,,,,2505510024,ボール,,2376,https://youtu.be/_3MnIPxHw_o&t=2376,975,https://youtu.be/5EDcInzAEH4&t=975,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,972671.0,TokyoBBC Left,,1740454757.0,1740454757.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454757,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
25,,,2025/2/25,2396.196595,1766.196595,1740454771,,,黒木優,Right,niu,2,明石,Left,TOK,1,Bottom,0,2,1,,,,,,0,0,,,,,,,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,堀端,,,PickOff,,,,"1,3","1,3",2505510025,牽制,,2394,https://youtu.be/_3MnIPxHw_o&t=2394,993,https://youtu.be/5EDcInzAEH4&t=993,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
26,10.0,26.0,2025/2/25,2409.050805,1779.050805,1740454784,2.0,4.0,黒木優,Right,niu,2,明石,Left,TOK,1,Bottom,0,2,1,Slider,FoulBall,Undefined,FlyBall,Undefined,0,0,,,0.642,0.216,54.73705489,-97.43140797,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,堀端,,,Undefined,,,,,,2505510026,ファール,,2407,https://youtu.be/_3MnIPxHw_o&t=2407,1005,https://youtu.be/5EDcInzAEH4&t=1005,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,972671.0,TokyoBBC Left,,1740454788.0,1740454788.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454788,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
27,11.0,27.0,2025/2/25,2430.119976,1800.119977,1740454804,2.0,5.0,黒木優,Right,niu,2,明石,Left,TOK,1,Bottom,0,2,2,Slider,InPlay,Undefined,GroundBall,Out,1,0,,,0.638,0.112,15.95376671,-3.17983012,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,堀端,,,Undefined,,,,"1,6","1,6B",2505510027,投ゴ,,2428,https://youtu.be/_3MnIPxHw_o&t=2428,1015,https://youtu.be/5EDcInzAEH4&t=1015,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,972671.0,TokyoBBC Left,,1740454809.0,1740454809.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454809,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
28,12.0,28.0,2025/2/25,2466.204627,1836.204628,1740454841,3.0,1.0,黒木優,Right,niu,3,門田,Right,TOK,1,Bottom,1,0,0,Fastball,FoulBall,Undefined,GroundBall,Undefined,0,0,,,0.558,0.104,17.83624361,-55.78429787,TOK,#217fc4,東大,niu,#2d3097,niu, 諫早第一球場,A,春季オープン戦,Normal,1,明石,,,Undefined,,,,,,2505510028,ファール,,2464,https://youtu.be/_3MnIPxHw_o&t=2464,1040,https://youtu.be/5EDcInzAEH4&t=1040,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内,"堀端,明石,門田,荒井慶,矢田貝,臼井,青貝,山本,成瀬","中山絆,野中,皆吉,知念,乙内,黒木大,宇土,上ノ堀,穴井","前田,明石,荒井慶,門田,臼井,青貝,山本,堀端,成瀬","黒木優,上ノ堀,宇土,皆吉,穴井,野中,黒木大,知念,乙内","R,L,L,R,R,R,R,R,R,L","R,L,R,L,L,R,L,R,R,R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,972671.0,TokyoBBC Left,,1740454845.0,1740454845.0,,,,0.0,,0.0,NaN:00,0.0,0.0,0.0,0.0,,V3P4DLKO0850A,972671@1740454845,untitled,/Users/kotarouchida/Analyst-GitHub/オープン戦データ/25-1春/20250225春季オープン戦vs長崎国際大A.csv
